tunnel_id,seed,encoding_type,chunking_strategy,timing_pattern,insert_position,label,pos_mutation,enc_mutation,chk_mutation,tim_mutation,config_signature
2020,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2021,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2022,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2023,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2024,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2025,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2026,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2027,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2028,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2029,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2030,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2031,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2032,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2033,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2034,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2035,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2036,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2037,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2038,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2039,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2040,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2041,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2042,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2043,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2044,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2045,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2046,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2047,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2048,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2049,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2050,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2051,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2052,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2053,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2054,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2055,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2056,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2057,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2058,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2059,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2060,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2061,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2062,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2063,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2064,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2065,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2066,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2067,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2068,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2069,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2070,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2071,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2072,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2073,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2074,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2075,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2076,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2077,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2078,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2079,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2080,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2081,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2082,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2083,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2084,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2085,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2086,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2087,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2088,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2089,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2090,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2091,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2092,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2093,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2094,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2095,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2096,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2097,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2098,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2099,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2100,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2101,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2102,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2103,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2104,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2105,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2106,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2107,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2108,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2109,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2110,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2111,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2112,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2113,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2114,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2115,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2116,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2117,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2118,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2119,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2120,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2121,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2122,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2123,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2124,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2125,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2126,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2127,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2128,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2129,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2130,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2131,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2132,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2133,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2134,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2135,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2136,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2137,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2138,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2139,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2140,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2141,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2142,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2143,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2144,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2145,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2146,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2147,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2148,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2149,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2150,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2151,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2152,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2153,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2154,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2155,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2156,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2157,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2158,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2159,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2160,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2161,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2162,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2163,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2164,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2165,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2166,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2167,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2168,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2169,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2170,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2171,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2172,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2173,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2174,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2175,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2176,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2177,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2178,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2179,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2180,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2181,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2182,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2183,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2184,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2185,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2186,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2187,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2188,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2189,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2190,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2191,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2192,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2193,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2194,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2195,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2196,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2197,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2198,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2199,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2200,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2201,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2202,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2203,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2204,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2205,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2206,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2207,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2208,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2209,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2210,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2211,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2212,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2213,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2214,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2215,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2216,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2217,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2218,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2219,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2220,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2221,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2222,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2223,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2224,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2225,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2226,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2227,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2228,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2229,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2230,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2231,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2232,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2233,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2234,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2235,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2236,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2237,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2238,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2239,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2240,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2241,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2242,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2243,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2244,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2245,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2246,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2247,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2248,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2249,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2250,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2251,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2252,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2253,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2254,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2255,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2256,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2257,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2258,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2259,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2260,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2261,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2262,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2263,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2264,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2265,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2266,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2267,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2268,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2269,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2270,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2271,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2272,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2273,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2274,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2275,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2276,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2277,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2278,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2279,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2280,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2281,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2282,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2283,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2284,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2285,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2286,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2287,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2288,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2289,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2290,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2291,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2292,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2293,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2294,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2295,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2296,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
2297,35,none,none,realistic,-1,0,baseline,baseline,baseline,mutated,baseline|baseline|baseline|mutated
